[SHEET]	Calculo Para Teravolta
30	Monomico	0.17876240956657952	0.17868756270462632	0.20138891007700677	0.1790902009404139	0.17801383372720334	0.22578640527683147	nan	nan	nan	0.17565253840828107	0.17281944200693694	0.24730514477930324	0.1448382015294777	0.1397921990182358	0.188239390248529	0.17829852001530658	nan	nan	nan	nan	nan	nan	nan	nan	nan
31	nan	nan	nan	nan	nan	nan	nan	nan	nan	Ahorro Cambio Contrato	-83514.15958385637	-133971.77449485273	-136192.84568248066	-160037.96744999994	-20717.750699999982	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
32	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.2800374195956292	-0.24003470084678805	-0.21832113250516177	-0.4807151085763632	-0.06601161632392451	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
35	Naturgy Monomico	2020.0	2021.0	2022.0	2023.0	2024.0	2025.0	nan	nan	AES Monomico	2020.0	2021.0	2022.0	2023.0	2024.0	2025.0	nan	nan	Gran Cliente Monomico	2020.0	2021.0	2022.0	2023.0	2024.0	2025	nan
36	2020-01-01 00:00:00	0.059847832786170625	0.06195568702952595	0.0737842892422825	0.08348487518402839	0.07603219711331922	0.07166122687204819	nan	nan	2020-01-01 00:00:00	0.08917590486176859	0.082602542363953	0.08237198984364558	0.0836364012748712	0.07850180497239001	0.07687901025530408	nan	nan	2020-01-01 00:00:00	0.14902373764793922	0.14455822939347893	0.1561562790859281	0.1671212764588996	0.15453400208570922	0.14854023712735226	nan
37	2020-02-01 00:00:00	0.06523030267767026	0.0610638923511096	0.07493941500934968	0.06221448387259603	0.07163282857012927	0.07680454759513541	nan	nan	2020-02-01 00:00:00	0.07995321497846784	0.08188525498240493	0.08215833783503003	0.07411628892803795	0.07390403246059103	0.07500889322287385	nan	nan	2020-02-01 00:00:00	0.1451835176561381	0.14294914733351452	0.15709775284437974	0.13633077280063402	0.1455368610307203	0.15181344081800924	nan
38	2020-03-01 00:00:00	0.004023626406218041	0.0721001874596746	0.07222284264558053	0.06677050471639767	0.08223958740054263	0.07633277841317815	nan	nan	2020-03-01 00:00:00	0.07960197820141883	0.08276402546764794	0.08649617298796865	0.07441071372462697	0.07406982196365298	0.07463875504741938	nan	nan	2020-03-01 00:00:00	0.08362560460763688	0.15486421292732255	0.1587190156335492	0.14118121844102463	0.15630940936419563	0.15097153346059752	nan
39	2020-04-01 00:00:00	0.061105418120373796	0.06325238704461425	0.06440690365256532	0.0802600315155837	0.09083611241097213	0.09037024764445926	nan	nan	2020-04-01 00:00:00	0.07935014844926529	0.08179029824690905	0.08293003053840821	0.07443034104519004	0.074966788798111	0.07447577753238972	nan	nan	2020-04-01 00:00:00	0.1404555665696391	0.1450426852915233	0.14733693419097352	0.15469037256077373	0.16580290120908314	0.164846025176849	nan
40	2020-05-01 00:00:00	0.0680683549367423	0.07046748124137103	0.06259217739091467	0.07802776869078173	0.07653512544251193	0.0736477016448166	nan	nan	2020-05-01 00:00:00	0.0795890562528649	0.0829102287024623	0.08354083332359838	0.07406707725603875	0.07774227665456804	0.07473652681163033	nan	nan	2020-05-01 00:00:00	0.1476574111896072	0.15337770994383335	0.14613301071451307	0.15209484594682052	0.15427740209708	0.14838422845644691	nan
41	2020-06-01 00:00:00	0.06469979603981495	0.060812742315336114	0.06678173092183824	0.06364124644909375	0.07050999934567947	0.0745144093548612	nan	nan	2020-06-01 00:00:00	0.07949362290511751	0.08438388667111586	0.0868774011109824	0.07599101377171798	0.0757361971960904	0.07690672031982698	nan	nan	2020-06-01 00:00:00	0.14419341894493243	0.14519662898645197	0.1536591320328206	0.13963226022081174	0.14624619654176985	0.15142112967468818	nan
